"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.650344167E-1,-1.045426025E0,4.206552429E0,1.032088760E1
3.750744166E-1,-2.444416809E-1,4.274810486E0,1.088880661E1
3.851154167E-1,1.440005493E-1,3.949836273E0,1.135388947E1
3.951554166E-1,3.062631226E-1,2.963686981E0,1.122620499E1
4.051964167E-1,8.318202209E-1,2.320324860E0,1.039124130E1
4.152364166E-1,2.570903778E0,3.348237305E0,1.127575195E1
4.252774167E-1,2.326162720E0,3.561094666E0,1.028451324E1
4.353174166E-1,2.562371521E0,3.546574860E0,9.718390503E0
4.453584166E-1,3.064277802E0,3.365601196E0,9.762548676E0
4.553984166E-1,3.972738647E0,3.393293610E0,1.074839859E1
4.654394166E-1,4.362528076E0,3.327580261E0,9.327104187E0
4.754794167E-1,3.793860626E0,2.871329041E0,8.945397949E0
4.855204166E-1,4.240382080E0,1.871109009E0,8.660839691E0
4.955604167E-1,3.935017090E0,-1.245410156E-1,6.843468933E0
5.056014166E-1,3.126847687E0,-1.707648926E0,6.168073425E0
5.156414167E-1,2.087259521E0,-2.760260010E0,5.797444153E0
5.256824166E-1,6.298901367E-1,-3.291804657E0,6.768025818E0
5.357234167E-1,-1.088237000E0,-2.046993256E0,9.043144684E0
5.457634166E-1,-2.512225800E0,5.242098999E-1,1.033211426E1
5.558044167E-1,-2.682870941E0,2.215393066E0,1.023287064E1
5.658444166E-1,-8.869056702E-1,2.238594818E0,1.070528824E1
5.758854166E-1,1.128652954E-1,1.560804291E0,9.350755005E0
5.859254166E-1,8.005352783E-1,1.153201904E0,9.441466370E0
5.959664166E-1,1.854942627E0,1.534608765E0,9.480834503E0
6.060064167E-1,2.906356201E0,1.810634766E0,1.054122940E1
6.160474166E-1,3.191064148E0,1.659748535E0,1.144445114E1
6.260874167E-1,3.159030762E0,5.281018066E-1,1.162752045E1
6.361284166E-1,3.651955719E0,-4.742138672E-1,1.152318741E1
6.461647917E-1,3.457959137E0,9.827064514E-1,1.046473846E1
6.562057916E-1,3.299588470E0,2.137704620E0,8.676257629E0
6.662457917E-1,1.265618134E0,4.335135040E0,6.676715698E0
6.762867916E-1,-5.394781494E-1,6.073769531E0,5.450316010E0
6.863267916E-1,1.720522156E0,2.472408600E0,6.676266632E0
6.963677916E-1,3.541335754E0,1.609303436E0,7.206314392E0
7.064077916E-1,3.128194885E0,2.508483582E0,6.882687378E0
7.164487916E-1,2.651436310E0,1.138233032E0,6.704258423E0
7.264887916E-1,2.727627869E0,1.377435608E0,6.269861755E0
7.365297916E-1,2.872227173E0,2.214345245E0,5.342989197E0
7.465697916E-1,3.218606873E0,2.308349762E0,5.651946716E0
7.566107917E-1,3.327580261E0,2.083367615E0,5.627697144E0
7.666507916E-1,2.963237915E0,1.897753601E0,4.468358002E0
7.766917917E-1,2.391277313E0,1.368304596E0,4.556075592E0
7.867317916E-1,3.112178192E0,9.833052063E-1,3.621568909E0
7.967727917E-1,4.783901825E0,9.264234924E-1,2.122885437E0
